wanted,position,positionid,from,start,end
Q94695513,Minister of Foreign Affairs,Q18204373,Q43396447,2019-07-03,
Q314538,President,Q28015461,Q3075634,2012-04-12,2012-05-11
Q314538,President,Q28015461,Q232796,2009-09-08,2012-01-09
Q123000,Prime Minister,Q30101458,Q176413,2008-08-05,2009-01-02
Q4777565,Minister of Foreign Affairs,Q18204373,Q3291098,2007,2009
Q714815,Prime Minister,Q30101458,Q57718,2004-05-10,2005-11-02
