pageid,title,wikidata,label
655317,Soares Sambú,Q7549853,Soares Sambú
18991121,Cipriano Cassamá,Q5121308,Cipriano Cassamá
34873611,Fernando Gomes (politician),Q5444734,Fernando Gomes
52335811,Umaro Sissoco Embaló,Q16855164,Umaro Sissoco Embaló
55853311,Suzi Barbosa,Q43396447,Suzi Barbosa
63623667,Nuno Gomes Nabiam,Q86715481,Nuno Nabiam
65115120,Botche Candé,Q93399070,Botche Candé
