item,itemLabel,startDate,endDate,sourceDate,psid
Q232796,Malam Bacai Sanhá,1999-05-14,2000-02-17,,Q232796-987432ac-411a-030f-569d-5d57971d6703
Q336238,Kumba Ialá,2000-02-17,2003-09-14,,Q336238-99c1009c-4a9f-0546-98eb-1f837046fd4f
Q715042,Veríssimo Correia Seabra,2003-09-14,2003-09-28,,Q715042-bf4ccbbd-4d2f-8be1-a212-8dd227c2060d
Q286130,Henrique Rosa,2003-09-28,2005-10-01,,Q286130-CCDCA5B1-9069-4EE1-981D-BC0BF9A81795
Q106164,João Bernardo Vieira,2005-10-01,2009-03-02,,Q106164-0C7E63AC-E934-481A-AF8C-D603CAF9113A
Q314538,Raimundo Pereira,2009-03-03,2009-09-08,,Q314538-C5118DC4-553A-49D5-B801-511CD47693E9
Q232796,Malam Bacai Sanhá,2009-09-08,2012-01-09,,Q232796-F8598D3B-3DF7-420D-8F58-0311849C4FDE
Q314538,Raimundo Pereira,2012-01-09,2012-04-12,,Q314538-3318A105-926F-4553-9C41-26C877540010
Q3075634,Mamadu Ture Kuruma,2012-04-12,2012-05-11,,Q3075634-39FE2572-190D-4CCF-86D4-17BBCF8C31CF
Q57424,Manuel Serifo Nhamadjo,2012-05-12,2014-06-23,,Q57424-CE696C2D-C99C-48C3-BD63-BE66EB6BEBFA
Q16908893,José Mário Vaz,2014-06-23,2019-09-24,,Q16908893-95a99912-4ea3-54af-17f6-a334489ee859
Q16855164,Umaro Sissoco Embaló,2020-01-03,,,Q16855164-23e174e6-4482-fd35-2ace-54cb0cfdb16a
