@@,item,itemlabel,startdate,enddate
->,Q1304073,Alamara Nhassé,2001-03-21->2001-12-09,2002-11-17
->,Q176413,Carlos Correia,2008-08-05,2008-12-25->2009-01-02
---,Q627337,Rui Duarte de Barros,2012-05-16,2014-07-03
->,Q16736700,Domingos Simoes Pereira->Domingos Simões Pereira,2014-07-03,2015-08-20
->,Q4838987,Baciro Djá,2015-08-20,2015-09-09->2015-09-17
->,Q176413,Carlos Correia,2015-09-17,2016-05-12->2016-05-27
->,Q16855164,Umaro Sissoco Embaló,2016-11-18,2018-01-16->2018-01-30
