item,itemLabel,position,positionLabel,startDate,endDate,source,sourceDate,psid
Q106548292,Viriato Soares Cassamá,Q114555117,Minister of Environment and Biodiversity,2020-03-02,,https://africacitizenradio.com/guinea-bissau-new-government-members-took-oath-in-office/,2022-10-09,Q106548292-D79C66AB-9613-42CC-80AF-25D522094CE8
Q114555149,Fernando Dias,Q114554875,"Minister of State, Natural Resources",2022-06-09,2022-06-14,https://africacitizenradio.com/guinea-bissau-new-government-members-took-oath-in-office/,2022-10-09,Q114555149-0D570A17-D830-42AF-AFC1-675B00C497EA
Q114555150,Fernando Mendonça,Q114555447,Minister of Social Communication,2021-04-26,,,,Q114555150-85CF9F99-52E4-4ACB-80B6-7068A2006F6C
Q114555151,João Alaje Mamadú Fadia,Q114553879,Minister of Finance,2020-03-02,,https://africacitizenradio.com/guinea-bissau-new-government-members-took-oath-in-office/,2022-10-09,Q114555151-8FA23AC1-F969-4BF1-AAEB-BCA47AC57DD5
Q114555476,Augusto Gomes,Q114556583,"Minister of Culture, Youth and Sports",2022-06-09,,https://africacitizenradio.com/guinea-bissau-new-government-members-took-oath-in-office/,2022-10-09,Q114555476-81F83557-1BD2-49DF-9DCB-46CC9B46D1CA
Q114555477,Cirilo Mamasaliu Djaló,Q114554876,"Minister of Public Administration, Labour, Employment and Social Security",2022-06-09,,https://africacitizenradio.com/guinea-bissau-new-government-members-took-oath-in-office/,2022-10-09,Q114555477-D313752D-FE0E-432F-A409-E56F5A6CA614
Q114555478,Dionisio Cumba,Q112061405,Minister of Public Health,2021-04-26,,https://africacitizenradio.com/guinea-bissau-new-government-members-took-oath-in-office/,2022-10-09,Q114555478-0C5B2FF6-3BA9-4F00-863E-7E5F5200E5CF
Q114556064,Mário Siano Fambé,Q114556299,Minister of Energy and Industry,2022-06-09,2022-06-14,https://africacitizenradio.com/guinea-bissau-new-government-members-took-oath-in-office/,2022-10-09,Q114556064-63bcb9d5-42ee-33d9-0852-f74b9ffa84d8
Q114556087,José Carlos Varela Casimiro,Q114555109,"Minister of Economy, Planning and Regional Integration",2022-06-09,,,,Q114556087-5B99D7D4-3E0B-4DFB-926E-78BB72A8EAFC
Q114556442,Tcherno Djaló,Q114554874,Minister of National Education,2022-06-09,2022-06-14,https://africacitizenradio.com/guinea-bissau-new-government-members-took-oath-in-office/,2022-10-09,Q114556442-E4B13591-85CE-473A-BA8D-F68C71C0E5AB
Q114556464,Timóteo Saba M’bunde,Q114556459,Minister of Higher Education and Scientific Research,2022-06-09,,https://africacitizenradio.com/guinea-bissau-new-government-members-took-oath-in-office/,2022-10-09,Q114556464-E82851AC-9572-4250-A378-1D236826D5D2
Q114556507,Teresa Alexandrina da Silva,Q114553837,Minister of Justice and Human Rights,2022-06-09,,https://africacitizenradio.com/guinea-bissau-new-government-members-took-oath-in-office/,2022-10-09,Q114556507-FE522AEF-916D-4AB8-AB50-668634C65F58
Q114556608,Abas Djaló,Q114554636,Minister of Commerce,2022-06-09,,https://africacitizenradio.com/guinea-bissau-new-government-members-took-oath-in-office/,2022-10-09,Q114556608-A98283C8-3A81-4229-B67A-C4F98296DFE9
Q43396447,Suzi Carla Barbosa,Q18204373,"Minister of State, Foreign Affairs, International Cooperation and Communities",2020-03-02,,https://africacitizenradio.com/guinea-bissau-new-government-members-took-oath-in-office/,2022-10-09,Q43396447-F2E903C7-B614-4A88-A2AD-DB6143B2FE28
Q5444734,Fernando Gomes,Q114554878,Minister of Territorial Administration and Local Power,2022-06-09,,https://africacitizenradio.com/guinea-bissau-new-government-members-took-oath-in-office/,2022-10-09,Q5444734-EF0F18AE-A37D-4BB5-AB38-337628AD0B3F
Q7549853,Soares Sambú,Q114554882,Deputy Prime Minister,2020-11-04,,https://africacitizenradio.com/guinea-bissau-new-government-members-took-oath-in-office/,2022-10-09,Q7549853-92b6fc27-4357-33d9-3b81-59001b78f0fc
Q86715481,Nuno Nabiam Gomes,Q30101458,Prime Minister,2020-02-28,,https://africacitizenradio.com/guinea-bissau-new-government-members-took-oath-in-office/,2022-10-09,Q86715481-749049d4-4c9d-06c5-dbec-3d09801d50da
Q93399070,Botche Candé,Q114554733,"Minister of State, Interior and Public Order",2020-03-02,,https://africacitizenradio.com/guinea-bissau-new-government-members-took-oath-in-office/,2022-10-09,Q93399070-6D5FE21C-1053-469A-B3B6-9FA5CDC96844
Q94788251,Aristides Ocante da Silva,Q114555114,Minister of Transport and Communications,2022-06-09,,https://africacitizenradio.com/guinea-bissau-new-government-members-took-oath-in-office/,,Q94788251-CE972562-6887-4FBB-987E-E2508C2ED094
Q95981006,Fidélis Forbs,Q114554872,"Minister of Public Works, Housing and Urban Planning",2020-03-02,,https://africacitizenradio.com/guinea-bissau-new-government-members-took-oath-in-office/,2022-10-09,Q95981006-28ACBA53-4FB3-437B-9C24-9036A08039D9
Q96035173,Marciano Silva Barbeiro,Q55095013,"Minister of State, Defense and Homeland Freedom Fighters",2022-06-09,,https://africacitizenradio.com/guinea-bissau-new-government-members-took-oath-in-office/,2022-10-09,Q96035173-F3588791-F0E8-4CE9-83F1-82191D10F8E0
Q96035191,Orlando Mendes Viegas,Q114554869,Minister of Fisheries,2022-06-09,,https://africacitizenradio.com/guinea-bissau-new-government-members-took-oath-in-office/,2022-10-09,Q96035191-0207BCFB-F4A2-4FB5-9E5F-E1A0641C6475
Q96967226,Maria da Conceição Évora,Q114554880,"Minister of Women, Family and Social Solidarity",2020-03-02,,https://africacitizenradio.com/guinea-bissau-new-government-members-took-oath-in-office/,2022-10-09,Q96967226-53EBC2D4-0FCC-41C8-B7A8-7B57C3A584DA
Q97167836,Sandji Fati,Q114554868,Minister of Agriculture and Rural Development,2022-06-09,,https://africacitizenradio.com/guinea-bissau-new-government-members-took-oath-in-office/,2022-10-09,Q97167836-353E92D3-883D-480C-846B-D014C1EBB87E
Q97860448,Fernando Vaz,Q114555448,Minister of Tourism and Crafts,2021-04-26,,https://africacitizenradio.com/guinea-bissau-new-government-members-took-oath-in-office/,2022-10-09,Q97860448-423DEF22-E3A2-4507-BE9C-441FD4A6B72C
