who,position,positionLabel,startDate,endDate,replaces,replacesLabel,replacedBy,replacedByLabel,posidx
52335811,List of Presidents of Guinea-Bissau,6th President of Guinea-Bissau,2020-02-27,,Q16908893,José Mário Vaz,,,0
52335811,List of Prime Ministers of Guinea-Bissau,18th Prime Minister of Guinea-Bissau,2016-11-18,2018-01-16,Q4838987,Baciro Djá,Q47527935,Artur Silva,1
