who,position,positionLabel,startDate,endDate,replaces,replacesLabel,replacedBy,replacedByLabel,posidx
18991121,List of Presidents of the National People's Assembly of Guinea-Bissau,President of the National People’s Assembly,2014-06-16,,Ibraima Sori Djaló,Ibraima Sori Djaló,,,0
