item,itemLabel,position,positionLabel,startDate,endDate,source,sourceDate,psid
Q10340236,Odete Costa Semedo,Q114554878,Ministry of Territorial Administration and Electoral Management,2019-07-05,,https://www.africanews.com/2019/07/05/guinea-bissau-names-gender-par-cabinet-after-ethiopia-south-africa//,2022-10-09,Q10340236-FEF7E971-32D5-4331-B231-A7A6E5C98CFB
Q114554929,Armando Mango,Q114554882,Ministry of the Presidency of the Council of Ministers and Parliamentary Matters,2019-07-05,,https://www.africanews.com/2019/07/05/guinea-bissau-names-gender-par-cabinet-after-ethiopia-south-africa//,2022-10-09,Q114554929-68AE950E-618C-4E92-A027-AEE61915DA86
Q114554931,Fatumata Djau Bucket,Q114554876,Ministry of Public Administration and Modernization of the State,2019-07-05,,https://www.africanews.com/2019/07/05/guinea-bissau-names-gender-par-cabinet-after-ethiopia-south-africa//,2022-10-09,Q114554931-D7074CB8-7958-4269-9EB0-A699F5C99A30
Q114554932,Geraldo João Martins,Q114553879,Ministry of Economy and Finance,2019-07-05,,https://www.africanews.com/2019/07/05/guinea-bissau-names-gender-par-cabinet-after-ethiopia-south-africa//,2022-10-09,Q114554932-50DE9A5D-811E-43D8-8373-CE6ACB145A60
Q114554933,Magda Nely Robalo Silva,Q112061405,Ministry of Public Health,2019-07-05,,https://www.africanews.com/2019/07/05/guinea-bissau-names-gender-par-cabinet-after-ethiopia-south-africa//,2022-10-09,Q114554933-BBF56668-9C06-40B3-A6F7-C564BAAE8DFB
Q16728590,Iaia Djaló,Q114554636,Ministry of Commerce and Industry,2019,2021,https://www.africanews.com/2019/07/05/guinea-bissau-names-gender-par-cabinet-after-ethiopia-south-africa//,2022-10-09,Q16728590-D80F1FD3-FF67-42CE-AA29-80CF974883D3
Q43396447,Suzi Barbosa,Q18204373,Ministry of Foreign Affairs and Communities,2019-07-03,2020-02-05,https://www.africanews.com/2019/07/05/guinea-bissau-names-gender-par-cabinet-after-ethiopia-south-africa//,2022-10-09,Q43396447-af5b1d15-4a99-b6e7-374f-5f2761405fee
Q551585,Aristides Gomes,Q30101458,Prime Minister,2018-04-16,2019-10-29,https://www.africanews.com/2019/07/05/guinea-bissau-names-gender-par-cabinet-after-ethiopia-south-africa//,2022-10-09,Q551585-499B713A-C27F-40D7-9ECC-8414C0462927
Q58164,Adiatu Djalo Nandigna,Q114554869,Ministry of Fisheries,2019-07-05,,https://www.africanews.com/2019/07/05/guinea-bissau-names-gender-par-cabinet-after-ethiopia-south-africa//,2022-10-09,Q58164-884F5FDB-CAE8-48FD-92BB-5817BE76D258
Q94695513,Rute Monteiro,Q114553837,Ministry of Justice and Human Rights,2019-07,2020-02,https://www.africanews.com/2019/07/05/guinea-bissau-names-gender-par-cabinet-after-ethiopia-south-africa//,2022-10-09,Q94695513-66ED8E8E-D558-4746-A76D-2A88AA2CD695
Q95980780,Dautarin Monteiro da Costa,Q114554874,Ministry of National Education and Higher Education,2019-07-05,,https://www.africanews.com/2019/07/05/guinea-bissau-names-gender-par-cabinet-after-ethiopia-south-africa//,2022-10-09,Q95980780-6B74380C-9316-4952-8E0F-897506189334
Q95980893,Juliano Augusto Fernandes,Q114554733,Ministry of the Interior,2019-07-05,,https://www.africanews.com/2019/07/05/guinea-bissau-names-gender-par-cabinet-after-ethiopia-south-africa//,2022-10-09,Q95980893-C7CEFDB7-E8E6-457F-ACBC-0962166D4B1B
Q97118780,Nelvina Barreto,Q114554868,Ministry of Agriculture and Forestry,2019-07-05,,https://www.africanews.com/2019/07/05/guinea-bissau-names-gender-par-cabinet-after-ethiopia-south-africa//,2022-10-09,Q97118780-D0D4AF3E-6109-4345-9DED-49D64A18DFCA
Q97589616,Luís Melo,Q55095013,Ministry of Defense and Combatants of the Liberty of the Homeland,2019-07-05,,https://www.africanews.com/2019/07/05/guinea-bissau-names-gender-par-cabinet-after-ethiopia-south-africa//,2022-10-09,Q97589616-54FDF04D-A99F-4E23-8254-8EBFC7066EB0
Q97597766,Osvaldo Abreu,Q114554872,"Ministry of Infrastructures, Housing and Human Development",2019-07-05,,https://www.africanews.com/2019/07/05/guinea-bissau-names-gender-par-cabinet-after-ethiopia-south-africa//,2022-10-09,Q97597766-BE15ACC3-D2AB-4C73-912B-91874BCE4881
Q97597769,Cadi Seidi,Q114554880,"Ministry of Women, Family and Social Protection",2019-07-05,,https://www.africanews.com/2019/07/05/guinea-bissau-names-gender-par-cabinet-after-ethiopia-south-africa//,2022-10-09,Q97597769-6C2495F2-E9D3-4932-9337-54E5255D7518
Q97626860,Issufo Balde,Q114554875,Ministry of Natural Resources and Energy,2019-07-05,,https://www.africanews.com/2019/07/05/guinea-bissau-names-gender-par-cabinet-after-ethiopia-south-africa//,2022-10-09,Q97626860-713CA635-E7EB-4B92-B365-C416D0632FAC
